"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Texas","Collin",2024,365,283,71,8,3,0,0,161,77,40,0,0,365,0,0
"Texas","Culberson",2024,111,99,12,0,0,0,0,88,52,26,0,0,0,111,0
"Texas","Dallas",2024,366,129,218,16,3,0,0,185,84,55,0,8,120,237,1
"Texas","Denton",2024,366,210,128,25,3,0,0,187,87,47,0,1,260,105,0
"Texas","Ector",2024,356,280,76,0,0,0,0,88,56,36,0,0,0,356,0
"Texas","El Paso",2024,366,81,222,51,7,1,4,431,112,67,0,12,133,98,123
"Texas","Ellis",2024,362,323,38,1,0,0,0,101,51,36,0,5,357,0,0
"Texas","Galveston",2024,362,245,109,6,2,0,0,159,67,44,0,1,224,136,1
"Texas","Gregg",2024,360,322,36,2,0,0,0,129,51,37,0,17,343,0,0
"Texas","Harris",2024,366,50,269,33,13,1,0,201,108,61,0,7,108,235,16
"Texas","Harrison",2024,365,233,129,0,1,2,0,263,61,44,0,1,112,252,0
"Texas","Hidalgo",2024,366,150,192,19,5,0,0,157,87,54,0,0,20,339,7
"Texas","Hood",2024,344,274,64,5,1,0,0,154,74,40,0,0,344,0,0
"Texas","Hunt",2024,362,324,36,2,0,0,0,133,51,37,0,23,339,0,0
"Texas","Jefferson",2024,366,137,221,8,0,0,0,143,71,53,0,1,102,263,0
"Texas","Johnson",2024,350,286,54,10,0,0,0,129,67,39,0,0,350,0,0
"Texas","Karnes",2024,363,363,0,0,0,0,0,33,16,7,0,363,0,0,0
"Texas","Kaufman",2024,362,226,128,8,0,0,0,147,67,46,0,1,212,149,0
"Texas","Kleberg",2024,349,204,141,4,0,0,0,121,71,43,0,0,0,349,0
"Texas","Lubbock",2024,358,330,28,0,0,0,0,91,47,23,0,0,0,358,0
"Texas","Maverick",2024,341,233,108,0,0,0,0,100,72,37,0,0,0,341,0
"Texas","McLennan",2024,365,126,234,5,0,0,0,133,73,53,5,0,87,273,0
"Texas","Montgomery",2024,363,111,231,20,1,0,0,166,86,55,0,2,99,262,0
"Texas","Navarro",2024,366,205,153,8,0,0,0,129,77,48,0,0,213,153,0
"Texas","Nueces",2024,366,178,172,15,1,0,0,153,81,51,0,0,100,266,0
"Texas","Orange",2024,366,238,125,3,0,0,0,119,58,44,0,1,129,236,0
"Texas","Parker",2024,349,299,44,5,1,0,0,156,58,36,0,0,349,0,0
"Texas","Polk",2024,350,338,12,0,0,0,0,93,45,33,0,0,350,0,0
"Texas","Potter",2024,336,294,41,1,0,0,0,138,52,29,0,0,0,336,0
"Texas","Randall",2024,360,283,75,2,0,0,0,108,67,43,0,0,360,0,0
"Texas","Rockwall",2024,340,315,23,2,0,0,0,126,49,34,0,0,340,0,0
"Texas","Smith",2024,363,314,48,1,0,0,0,105,61,39,0,3,360,0,0
"Texas","Tarrant",2024,366,130,205,25,5,1,0,203,97,54,0,9,137,220,0
"Texas","Travis",2024,366,156,203,7,0,0,0,141,80,52,0,3,126,235,2
"Texas","Victoria",2024,355,324,29,2,0,0,0,105,49,35,0,0,355,0,0
"Texas","Webb",2024,366,211,140,15,0,0,0,129,83,45,0,0,194,170,2
"Texas","Wilson",2024,190,190,0,0,0,0,0,34,20,7,0,190,0,0,0
"Utah","Box Elder",2024,366,214,147,5,0,0,0,133,80,47,0,1,276,89,0
"Utah","Cache",2024,366,238,127,1,0,0,0,101,71,44,0,1,243,122,0
"Utah","Carbon",2024,366,278,87,1,0,0,0,112,64,44,0,0,353,13,0
"Utah","Davis",2024,366,234,117,15,0,0,0,133,84,46,0,18,285,61,2
"Utah","Duchesne",2024,366,225,136,3,2,0,0,165,70,47,0,0,278,83,5
"Utah","Garfield",2024,119,116,3,0,0,0,0,61,26,9,0,0,0,119,0
"Utah","Grand",2024,365,246,117,2,0,0,0,105,61,47,0,0,226,139,0
"Utah","Iron",2024,365,303,62,0,0,0,0,100,55,43,0,4,321,40,0
"Utah","Salt Lake",2024,366,150,173,38,4,1,0,230,101,54,0,13,244,105,4
"Utah","San Juan",2024,356,276,77,3,0,0,0,126,64,44,0,0,351,5,0
"Utah","Tooele",2024,366,227,127,12,0,0,0,143,77,46,0,0,288,78,0
"Utah","Uintah",2024,366,218,141,7,0,0,0,133,77,48,0,0,337,29,0
"Utah","Utah",2024,366,210,147,8,1,0,0,151,77,47,0,2,257,107,0
"Utah","Wasatch",2024,153,138,14,1,0,0,0,108,49,37,0,1,121,31,0
"Utah","Washington",2024,366,278,86,2,0,0,0,108,67,44,0,0,359,7,0
"Utah","Wayne",2024,119,116,3,0,0,0,0,56,25,11,0,0,0,119,0
"Utah","Weber",2024,366,243,117,6,0,0,0,122,77,45,1,12,283,67,3
"Vermont","Bennington",2024,365,332,33,0,0,0,0,80,50,36,0,0,304,61,0
"Vermont","Chittenden",2024,366,323,43,0,0,0,0,84,51,37,0,0,271,95,0
"Vermont","Rutland",2024,366,291,75,0,0,0,0,86,56,37,0,0,194,172,0
"Vermont","Windham",2024,120,116,4,0,0,0,0,69,35,12,0,0,0,120,0
"Virgin Islands","St John",2024,106,90,16,0,0,0,0,93,55,18,0,0,0,106,0
"Virginia","Albemarle",2024,356,281,75,0,0,0,0,85,55,40,0,0,146,210,0
"Virginia","Arlington",2024,366,309,53,4,0,0,0,115,56,36,0,51,272,43,0
"Virginia","Bristol City",2024,118,99,19,0,0,0,0,63,53,33,0,0,0,118,0
"Virginia","Caroline",2024,223,220,3,0,0,0,0,77,46,37,0,0,223,0,0
"Virginia","Carroll",2024,60,60,0,0,0,0,0,31,14,7,0,0,0,0,60
"Virginia","Charles",2024,366,325,41,0,0,0,0,75,51,36,0,3,166,197,0
"Virginia","Chesterfield",2024,361,273,88,0,0,0,0,77,57,41,0,0,119,238,4
"Virginia","Fairfax",2024,366,263,100,3,0,0,0,112,61,42,0,29,188,149,0
"Virginia","Fauquier",2024,232,226,6,0,0,0,0,64,46,36,0,0,232,0,0
"Virginia","Frederick",2024,355,264,90,1,0,0,0,102,57,41,0,0,138,217,0
"Virginia","Giles",2024,344,316,28,0,0,0,0,80,50,38,0,0,344,0,0
"Virginia","Hampton City",2024,366,293,73,0,0,0,0,90,55,39,2,1,168,195,0
"Virginia","Hanover",2024,245,228,17,0,0,0,0,74,49,39,0,0,245,0,0
"Virginia","Henrico",2024,366,289,76,1,0,0,0,112,55,41,0,4,195,167,0
"Virginia","Hopewell City",2024,58,58,0,0,0,0,0,30,12,6,0,0,0,0,58
"Virginia","Loudoun",2024,366,245,121,0,0,0,0,87,61,43,0,1,195,170,0
"Virginia","Lynchburg City",2024,118,102,16,0,0,0,0,61,52,28,0,0,0,118,0
"Virginia","Madison",2024,351,313,38,0,0,0,0,90,51,41,0,0,313,37,1
"Virginia","Norfolk City",2024,366,314,52,0,0,0,0,82,52,32,0,37,0,329,0
"Virginia","Prince Edward",2024,365,358,7,0,0,0,0,64,44,33,0,0,365,0,0
"Virginia","Prince William",2024,366,339,27,0,0,0,0,87,49,35,0,10,356,0,0
"Virginia","Richmond City",2024,366,290,76,0,0,0,0,79,54,36,0,63,0,303,0
"Virginia","Roanoke",2024,366,306,60,0,0,0,0,68,54,39,0,7,173,186,0
"Virginia","Rockbridge",2024,284,273,11,0,0,0,0,64,46,37,0,0,224,60,0
"Virginia","Rockingham",2024,366,283,83,0,0,0,0,83,56,42,0,20,158,188,0
"Virginia","Salem City",2024,119,99,20,0,0,0,0,67,52,32,0,0,0,119,0
"Virginia","Stafford",2024,362,353,9,0,0,0,0,90,47,35,0,0,362,0,0
"Virginia","Suffolk City",2024,245,232,13,0,0,0,0,71,47,37,0,0,245,0,0
"Virginia","Virginia Beach City",2024,366,294,72,0,0,0,0,81,55,36,0,0,0,366,0
"Virginia","Wythe",2024,245,236,9,0,0,0,0,67,49,41,0,0,245,0,0
"Washington","Adams",2024,351,328,23,0,0,0,0,71,41,18,0,0,0,351,0
"Washington","Asotin",2024,361,224,131,2,4,0,0,196,69,42,0,0,0,361,0
"Washington","Benton",2024,366,299,64,3,0,0,0,126,59,34,0,0,108,198,60
"Washington","Chelan",2024,366,293,68,4,1,0,0,158,62,28,0,0,0,366,0
"Washington","Clallam",2024,366,321,45,0,0,0,0,69,52,36,0,0,197,169,0
"Washington","Clark",2024,366,321,44,1,0,0,0,105,53,31,0,0,145,221,0
"Washington","Columbia",2024,366,331,35,0,0,0,0,90,50,36,0,0,298,68,0
"Washington","Cowlitz",2024,366,349,17,0,0,0,0,67,41,22,0,0,0,366,0
"Washington","Franklin",2024,347,313,34,0,0,0,0,75,50,20,0,0,0,347,0
"Washington","Garfield",2024,348,314,34,0,0,0,0,85,50,17,0,0,0,348,0
"Washington","Grant",2024,366,318,48,0,0,0,0,84,53,26,0,0,0,366,0
"Washington","Grays Harbor",2024,366,353,13,0,0,0,0,64,36,20,0,0,0,366,0
"Washington","Jefferson",2024,311,300,11,0,0,0,0,57,35,21,0,0,0,311,0
"Washington","King",2024,366,255,108,3,0,0,0,119,61,41,0,3,127,236,0
"Washington","Kitsap",2024,351,341,10,0,0,0,0,69,38,19,0,0,0,351,0
"Washington","Kittitas",2024,366,320,46,0,0,0,0,94,53,23,0,0,0,366,0
"Washington","Klickitat",2024,106,101,5,0,0,0,0,64,43,17,0,0,0,106,0
"Washington","Lewis",2024,360,336,23,1,0,0,0,129,43,22,0,0,0,360,0
"Washington","Mason",2024,366,341,25,0,0,0,0,73,43,21,0,0,0,366,0
"Washington","Okanogan",2024,366,225,140,1,0,0,0,102,65,38,0,0,0,366,0
"Washington","Pacific",2024,330,329,1,0,0,0,0,54,24,16,0,0,0,330,0
"Washington","Pierce",2024,366,265,100,0,1,0,0,166,59,44,0,8,186,172,0
"Washington","Skagit",2024,366,357,9,0,0,0,0,59,41,26,0,0,80,286,0
"Washington","Snohomish",2024,366,262,104,0,0,0,0,99,59,38,0,0,0,366,0
"Washington","Spokane",2024,366,280,85,1,0,0,0,106,62,38,0,0,120,238,8
"Washington","Stevens",2024,366,257,109,0,0,0,0,98,61,34,0,0,0,322,44
"Washington","Thurston",2024,362,338,24,0,0,0,0,85,44,26,0,0,141,221,0
"Washington","Walla Walla",2024,366,314,52,0,0,0,0,87,54,24,0,0,0,222,144
"Washington","Whatcom",2024,361,335,26,0,0,0,0,82,47,33,0,0,73,288,0
"Washington","Whitman",2024,366,310,56,0,0,0,0,97,54,20,0,0,0,366,0
"Washington","Yakima",2024,366,248,111,6,1,0,0,153,63,37,0,0,0,364,2
"West Virginia","Berkeley",2024,275,217,58,0,0,0,0,97,61,42,0,0,210,65,0
"West Virginia","Brooke",2024,366,277,89,0,0,0,0,72,56,36,0,0,0,366,0
"West Virginia","Cabell",2024,366,253,113,0,0,0,0,87,60,43,0,0,146,220,0
"West Virginia","Greenbrier",2024,243,234,9,0,0,0,0,64,47,40,0,0,243,0,0
"West Virginia","Hancock",2024,364,262,102,0,0,0,0,97,61,41,0,0,177,187,0
"West Virginia","Harrison",2024,113,91,22,0,0,0,0,60,54,34,0,0,0,113,0
"West Virginia","Kanawha",2024,364,283,81,0,0,0,0,90,57,40,3,0,173,188,0
"West Virginia","Marion",2024,111,85,26,0,0,0,0,62,53,33,0,0,0,111,0
"West Virginia","Marshall",2024,359,267,92,0,0,0,0,81,58,39,0,0,0,359,0
"West Virginia","Monongalia",2024,267,211,56,0,0,0,0,93,56,43,0,0,201,66,0
"West Virginia","Ohio",2024,272,219,53,0,0,0,0,84,55,41,0,0,191,81,0
"West Virginia","Tucker",2024,360,343,17,0,0,0,0,71,48,37,0,0,348,12,0
"West Virginia","Wood",2024,280,219,60,1,0,0,0,101,58,43,0,0,207,73,0
"Wisconsin","Ashland",2024,364,331,32,1,0,0,0,101,49,34,0,0,266,98,0
"Wisconsin","Brown",2024,366,290,76,0,0,0,0,87,58,37,0,0,157,209,0
"Wisconsin","Columbia",2024,203,186,17,0,0,0,0,93,50,38,0,0,203,0,0
"Wisconsin","Dane",2024,366,264,102,0,0,0,0,93,58,42,0,0,141,216,9
"Wisconsin","Dodge",2024,366,297,69,0,0,0,0,84,54,38,0,0,251,115,0
"Wisconsin","Door",2024,202,175,25,2,0,0,0,108,58,37,0,0,202,0,0
"Wisconsin","Eau Claire",2024,366,299,66,1,0,0,0,142,56,38,0,0,145,184,37
"Wisconsin","Fond du Lac",2024,205,190,15,0,0,0,0,77,49,38,0,0,205,0,0
"Wisconsin","Forest",2024,364,313,50,0,1,0,0,153,53,37,0,0,269,95,0
"Wisconsin","Grant",2024,366,263,103,0,0,0,0,82,57,36,0,0,0,366,0
"Wisconsin","Jackson",2024,277,238,39,0,0,0,0,95,52,27,0,0,0,277,0
"Wisconsin","Jefferson",2024,205,183,22,0,0,0,0,93,51,39,0,0,205,0,0
"Wisconsin","Kenosha",2024,366,267,88,11,0,0,0,143,65,41,0,0,217,149,0
"Wisconsin","Kewaunee",2024,197,170,26,1,0,0,0,105,61,39,0,0,197,0,0
"Wisconsin","La Crosse",2024,205,197,8,0,0,0,0,67,47,37,0,0,205,0,0
"Wisconsin","Manitowoc",2024,204,172,26,6,0,0,0,129,64,39,0,0,204,0,0
"Wisconsin","Marathon",2024,366,311,54,0,1,0,0,151,53,37,0,0,166,200,0
"Wisconsin","Milwaukee",2024,366,251,109,6,0,0,0,147,65,43,0,12,149,199,6
"Wisconsin","Monroe",2024,288,258,30,0,0,0,0,90,51,23,0,0,0,288,0
"Wisconsin","Outagamie",2024,366,291,75,0,0,0,0,99,57,37,0,0,157,209,0
"Wisconsin","Ozaukee",2024,366,296,61,7,2,0,0,161,61,37,0,0,190,176,0
"Wisconsin","Racine",2024,205,156,38,10,1,0,0,151,80,42,0,0,205,0,0
"Wisconsin","Rock",2024,205,171,32,2,0,0,0,112,58,41,0,0,205,0,0
"Wisconsin","Sauk",2024,366,312,54,0,0,0,0,77,53,37,0,0,168,198,0
"Wisconsin","Sheboygan",2024,205,166,30,7,2,0,0,166,74,40,0,0,205,0,0
"Wisconsin","Taylor",2024,366,357,9,0,0,0,0,80,44,34,0,0,366,0,0
"Wisconsin","Vilas",2024,204,197,7,0,0,0,0,93,46,37,0,0,204,0,0
"Wisconsin","Walworth",2024,206,169,37,0,0,0,0,100,61,42,0,0,206,0,0
"Wisconsin","Waukesha",2024,366,260,105,1,0,0,0,101,61,43,0,0,165,201,0
"Wyoming","Albany",2024,366,190,163,12,1,0,0,187,80,50,0,0,287,2,77
"Wyoming","Big Horn",2024,353,315,36,2,0,0,0,119,51,39,0,0,353,0,0
"Wyoming","Campbell",2024,366,232,129,3,2,0,0,161,74,44,0,0,211,24,131
"Wyoming","Carbon",2024,356,356,0,0,0,0,0,35,18,8,0,356,0,0,0
"Wyoming","Converse",2024,366,300,53,11,2,0,0,185,59,41,0,0,316,0,50
"Wyoming","Fremont",2024,366,210,151,5,0,0,0,139,74,49,0,0,281,85,0
"Wyoming","Johnson",2024,364,327,36,1,0,0,0,112,51,40,0,1,351,0,12
"Wyoming","Laramie",2024,366,271,91,3,1,0,0,151,67,45,0,1,332,31,2
"Wyoming","Lincoln",2024,366,340,26,0,0,0,0,77,48,31,0,1,158,6,201
"Wyoming","Natrona",2024,366,282,78,6,0,0,0,136,67,43,0,3,345,18,0
"Wyoming","Park",2024,355,322,33,0,0,0,0,88,46,13,0,0,0,355,0
"Wyoming","Platte",2024,366,325,32,6,1,0,2,927,53,19,0,0,0,0,366
"Wyoming","Sheridan",2024,366,281,69,9,6,1,0,205,67,44,0,0,257,106,3
"Wyoming","Sublette",2024,366,244,115,7,0,0,0,115,74,46,0,0,356,10,0
"Wyoming","Sweetwater",2024,366,247,109,10,0,0,0,137,75,45,0,3,308,9,46
"Wyoming","Teton",2024,366,276,88,2,0,0,0,138,67,44,0,0,335,28,3
"Wyoming","Uinta",2024,297,297,0,0,0,0,0,44,17,7,0,0,0,0,297
"Wyoming","Washakie",2024,329,309,20,0,0,0,0,83,43,8,0,0,0,329,0
"Wyoming","Weston",2024,365,320,40,5,0,0,0,136,58,39,0,0,365,0,0
